ParentKey;LineNum;ItemCode;ItemDescription;Quantity;Price;LineTotal;Currency;WarehouseCode;AccountCode;CostingCode;TaxCode;U_HAK_DESTINO
DocNum;LineNum;ItemCode;Dscription;Quantity;Price;LineTotal;Currency;WhsCode;AcctCode;OcrCode;TaxCode;U_HAK_DESTINO
93;0;;COMPRA LIQUIDACION JULIO 2024;1;77.4;77.4;SOL;;6011100;GV-MEGA;IGV_EXE;
94;0;;COMPRA LIQUIDACION JULIO 2024;1;35.4;35.4;SOL;;6011100;GV-MEGA;IGV_EXE;
95;0;;COMPRA LIQUIDACION JULIO 2024;1;509.94;509.94;SOL;;6011100;GV-PURCH;IGV_EXE;
96;0;;COMPRA LIQUIDACION JULIO 2024;1;41.4;41.4;SOL;;6011100;GV-PURCH;IGV_EXE;
97;0;;COMPRA LIQUIDACION JULIO 2024;1;225.6;225.6;SOL;;6011100;GV-PURCH;IGV_EXE;
98;0;;COMPRA LIQUIDACION JULIO 2024;1;88.2;88.2;SOL;;6011100;GV-PURCH;IGV_EXE;
99;0;;COMPRA LIQUIDACION JULIO 2024;1;462;462;SOL;;6011100;GV-PURCH;IGV_EXE;
100;0;;COMPRA LIQUIDACION JULIO 2024;1;338.13;338.13;SOL;;6011100;GV-PURCH;IGV_EXE;
101;0;;COMPRA LIQUIDACION JULIO 2024;1;248.4;248.4;SOL;;6011100;GV-PURCH;IGV_EXE;
102;0;;COMPRA LIQUIDACION JULIO 2024;1;741.51;741.51;SOL;;6011100;GV-PURCH;IGV_EXE;
103;0;;COMPRA LIQUIDACION JULIO 2024;1;23.4;23.4;SOL;;6011100;GV-PURCH;IGV_EXE;
104;0;;COMPRA LIQUIDACION JULIO 2024;1;580.47;580.47;SOL;;6011100;GV-PURCH;IGV_EXE;
105;0;;COMPRA LIQUIDACION JULIO 2024;1;1037.07;1037.07;SOL;;6011100;GV-PURCH;IGV_EXE;
106;0;;COMPRA LIQUIDACION JULIO 2024;1;842.67;842.67;SOL;;6011100;GV-PURCH;IGV_EXE;
107;0;;COMPRA LIQUIDACION JULIO 2024;1;741.72;741.72;SOL;;6011100;GV-PURCH;IGV_EXE;
108;0;;COMPRA LIQUIDACION JULIO 2024;1;502.53;502.53;SOL;;6011100;GV-PURCH;IGV_EXE;
109;0;;COMPRA LIQUIDACION JULIO 2024;1;201.87;201.87;SOL;;6011100;GV-PURCH;IGV_EXE;
110;0;;COMPRA LIQUIDACION JULIO 2024;1;331.2;331.2;SOL;;6011100;GV-PURCH;IGV_EXE;
111;0;;COMPRA LIQUIDACION JULIO 2024;1;933.6;933.6;SOL;;6011100;GV-PURCH;IGV_EXE;
112;0;;COMPRA LIQUIDACION JULIO 2024;1;801.3;801.3;SOL;;6011100;GV-PURCH;IGV_EXE;
113;0;;COMPRA LIQUIDACION JULIO 2024;1;876.69;876.69;SOL;;6011100;GV-PURCH;IGV_EXE;
114;0;;COMPRA LIQUIDACION JULIO 2024;1;1014.6;1014.6;SOL;;6011100;GV-PURCH;IGV_EXE;
115;0;;COMPRA LIQUIDACION JULIO 2024;1;773.34;773.34;SOL;;6011100;GV-PURCH;IGV_EXE;
116;0;;COMPRA LIQUIDACION JULIO 2024;1;35.4;35.4;SOL;;6011100;GV-PURCH;IGV_EXE;
117;0;;COMPRA LIQUIDACION JULIO 2024;1;18.87;18.87;SOL;;6011100;GV-PURCH;IGV_EXE;
118;0;;COMPRA LIQUIDACION JULIO 2024;1;70.8;70.8;SOL;;6011100;GV-PURCH;IGV_EXE;
119;0;;COMPRA LIQUIDACION JULIO 2024;1;47.4;47.4;SOL;;6011100;GV-PURCH;IGV_EXE;
120;0;;COMPRA LIQUIDACION JULIO 2024;1;23.4;23.4;SOL;;6011100;GV-PURCH;IGV_EXE;
121;0;;COMPRA LIQUIDACION JULIO 2024;1;53.4;53.4;SOL;;6011100;GV-PURCH;IGV_EXE;
122;0;;COMPRA LIQUIDACION JULIO 2024;1;14.94;14.94;SOL;;6011100;GV-PURCH;IGV_EXE;
123;0;;COMPRA LIQUIDACION JULIO 2024;1;1119.54;1119.54;SOL;;6011100;GV-PURCH;IGV_EXE;
124;0;;COMPRA LIQUIDACION JULIO 2024;1;1010.07;1010.07;SOL;;6011100;GV-PURCH;IGV_EXE;
125;0;;COMPRA LIQUIDACION JULIO 2024;1;64.8;64.8;SOL;;6011100;GV-PURCH;IGV_EXE;
126;0;;COMPRA LIQUIDACION JULIO 2024;1;41.4;41.4;SOL;;6011100;GV-PURCH;IGV_EXE;
127;0;;COMPRA LIQUIDACION JULIO 2024;1;6.93;6.93;SOL;;6011100;GV-PURCH;IGV_EXE;
128;0;;COMPRA LIQUIDACION JULIO 2024;1;35.4;35.4;SOL;;6011100;GV-PURCH;IGV_EXE;
129;0;;COMPRA LIQUIDACION JULIO 2024;1;58.8;58.8;SOL;;6011100;GV-PURCH;IGV_EXE;
130;0;;COMPRA LIQUIDACION JULIO 2024;1;29.4;29.4;SOL;;6011100;GV-PURCH;IGV_EXE;
131;0;;COMPRA LIQUIDACION JULIO 2024;1;59.34;59.34;SOL;;6011100;GV-PURCH;IGV_EXE;
132;0;;COMPRA LIQUIDACION JULIO 2024;1;11.94;11.94;SOL;;6011100;GV-PURCH;IGV_EXE;
133;0;;COMPRA LIQUIDACION JULIO 2024;1;41.4;41.4;SOL;;6011100;GV-PURCH;IGV_EXE;
134;0;;COMPRA LIQUIDACION JULIO 2024;1;29.4;29.4;SOL;;6011100;GV-PURCH;IGV_EXE;
135;0;;COMPRA LIQUIDACION JULIO 2024;1;29.4;29.4;SOL;;6011100;GV-PURCH;IGV_EXE;
136;0;;COMPRA LIQUIDACION JULIO 2024;1;130.8;130.8;SOL;;6011100;GV-PURCH;IGV_EXE;
137;0;;COMPRA LIQUIDACION JULIO 2024;1;47.4;47.4;SOL;;6011100;GV-PURCH;IGV_EXE;
138;0;;COMPRA LIQUIDACION JULIO 2024;1;94.8;94.8;SOL;;6011100;GV-PURCH;IGV_EXE;
139;0;;COMPRA LIQUIDACION JULIO 2024;1;58.8;58.8;SOL;;6011100;GV-PURCH;IGV_EXE;
140;0;;COMPRA LIQUIDACION JULIO 2024;1;29.4;29.4;SOL;;6011100;GV-PURCH;IGV_EXE;
141;0;;COMPRA LIQUIDACION JULIO 2024;1;11.94;11.94;SOL;;6011100;GV-PURCH;IGV_EXE;
142;0;;COMPRA LIQUIDACION JULIO 2024;1;64.8;64.8;SOL;;6011100;GV-PURCH;IGV_EXE;
143;0;;COMPRA LIQUIDACION JULIO 2024;1;41.4;41.4;SOL;;6011100;GV-PURCH;IGV_EXE;
144;0;;COMPRA LIQUIDACION JULIO 2024;1;11.94;11.94;SOL;;6011100;GV-PURCH;IGV_EXE;
145;0;;COMPRA LIQUIDACION JULIO 2024;1;29.4;29.4;SOL;;6011100;GV-PURCH;IGV_EXE;
146;0;;COMPRA LIQUIDACION JULIO 2024;1;127.14;127.14;SOL;;6011100;GV-PURCH;IGV_EXE;
147;0;;COMPRA LIQUIDACION JULIO 2024;1;546;546;SOL;;6011100;GV-LARCO;IGV_EXE;
148;0;;COMPRA LIQUIDACION JULIO 2024;1;53.4;53.4;SOL;;6011100;GV-LARCO;IGV_EXE;
149;0;;COMPRA LIQUIDACION JULIO 2024;1;401.34;401.34;SOL;;6011100;GV-LARCO;IGV_EXE;
150;0;;COMPRA LIQUIDACION JULIO 2024;1;1195.14;1195.14;SOL;;6011100;GV-LARCO;IGV_EXE;
151;0;;COMPRA LIQUIDACION JULIO 2024;1;308.28;308.28;SOL;;6011100;GV-LARCO;IGV_EXE;
152;0;;COMPRA LIQUIDACION JULIO 2024;1;444.72;444.72;SOL;;6011100;GV-LARCO;IGV_EXE;
153;0;;COMPRA LIQUIDACION JULIO 2024;1;238.2;238.2;SOL;;6011100;GV-LARCO;IGV_EXE;
154;0;;COMPRA LIQUIDACION JULIO 2024;1;1041.54;1041.54;SOL;;6011100;GV-LARCO;IGV_EXE;
155;0;;COMPRA LIQUIDACION JULIO 2024;1;63.12;63.12;SOL;;6011100;GV-LARCO;IGV_EXE;
156;0;;COMPRA LIQUIDACION JULIO 2024;1;195.6;195.6;SOL;;6011100;GV-LARCO;IGV_EXE;
157;0;;COMPRA LIQUIDACION JULIO 2024;1;35.4;35.4;SOL;;6011100;GV-LARCO;IGV_EXE;
158;0;;COMPRA LIQUIDACION JULIO 2024;1;394.14;394.14;SOL;;6011100;GV-LARCO;IGV_EXE;
159;0;;COMPRA LIQUIDACION JULIO 2024;1;893.61;893.61;SOL;;6011100;GV-LARCO;IGV_EXE;
160;0;;COMPRA LIQUIDACION JULIO 2024;1;82.8;82.8;SOL;;6011100;GV-LARCO;IGV_EXE;
161;0;;COMPRA LIQUIDACION JULIO 2024;1;23.4;23.4;SOL;;6011100;GV-LARCO;IGV_EXE;
162;0;;COMPRA LIQUIDACION JULIO 2024;1;41.34;41.34;SOL;;6011100;GV-LARCO;IGV_EXE;
163;0;;COMPRA LIQUIDACION JULIO 2024;1;1083;1083;SOL;;6011100;GV-LARCO;IGV_EXE;
164;0;;COMPRA LIQUIDACION JULIO 2024;1;1053;1053;SOL;;6011100;GV-LARCO;IGV_EXE;
165;0;;COMPRA LIQUIDACION JULIO 2024;1;822.54;822.54;SOL;;6011100;GV-LARCO;IGV_EXE;
166;0;;COMPRA LIQUIDACION JULIO 2024;1;996.6;996.6;SOL;;6011100;GV-LARCO;IGV_EXE;
167;0;;COMPRA LIQUIDACION JULIO 2024;1;1136.4;1136.4;SOL;;6011100;GV-LARCO;IGV_EXE;
168;0;;COMPRA LIQUIDACION JULIO 2024;1;911.07;911.07;SOL;;6011100;GV-LARCO;IGV_EXE;
169;0;;COMPRA LIQUIDACION JULIO 2024;1;88.2;88.2;SOL;;6011100;GV-LARCO;IGV_EXE;
170;0;;COMPRA LIQUIDACION JULIO 2024;1;1127.4;1127.4;SOL;;6011100;GV-LARCO;IGV_EXE;
171;0;;COMPRA LIQUIDACION JULIO 2024;1;996.6;996.6;SOL;;6011100;GV-LARCO;IGV_EXE;
172;0;;COMPRA LIQUIDACION JULIO 2024;1;951;951;SOL;;6011100;GV-LARCO;IGV_EXE;
173;0;;COMPRA LIQUIDACION JULIO 2024;1;876.6;876.6;SOL;;6011100;GV-LARCO;IGV_EXE;
174;0;;COMPRA LIQUIDACION JULIO 2024;1;952.08;952.08;SOL;;6011100;GV-LARCO;IGV_EXE;
175;0;;COMPRA LIQUIDACION JULIO 2024;1;47.4;47.4;SOL;;6011100;GV-LARCO;IGV_EXE;
176;0;;COMPRA LIQUIDACION JULIO 2024;1;35.4;35.4;SOL;;6011100;GV-LARCO;IGV_EXE;
177;0;;COMPRA LIQUIDACION JULIO 2024;1;29.4;29.4;SOL;;6011100;GV-LARCO;IGV_EXE;
178;0;;COMPRA LIQUIDACION JULIO 2024;1;58.8;58.8;SOL;;6011100;GV-LARCO;IGV_EXE;
179;0;;COMPRA LIQUIDACION JULIO 2024;1;118.2;118.2;SOL;;6011100;GV-LARCO;IGV_EXE;
180;0;;COMPRA LIQUIDACION JULIO 2024;1;35.4;35.4;SOL;;6011100;GV-LARCO;IGV_EXE;
181;0;;COMPRA LIQUIDACION JULIO 2024;1;77.4;77.4;SOL;;6011100;GV-LARCO;IGV_EXE;
182;0;;COMPRA LIQUIDACION JULIO 2024;1;41.4;41.4;SOL;;6011100;GV-LARCO;IGV_EXE;
183;0;;COMPRA LIQUIDACION JULIO 2024;1;29.4;29.4;SOL;;6011100;GV-LARCO;IGV_EXE;
184;0;;COMPRA LIQUIDACION JULIO 2024;1;59.4;59.4;SOL;;6011100;GV-LARCO;IGV_EXE;
185;0;;COMPRA LIQUIDACION JULIO 2024;1;29.4;29.4;SOL;;6011100;GV-LARCO;IGV_EXE;
186;0;;COMPRA LIQUIDACION JULIO 2024;1;35.4;35.4;SOL;;6011100;GV-LARCO;IGV_EXE;
187;0;;COMPRA LIQUIDACION JULIO 2024;1;47.4;47.4;SOL;;6011100;GV-LARCO;IGV_EXE;
188;0;;COMPRA LIQUIDACION JULIO 2024;1;35.4;35.4;SOL;;6011100;GV-LARCO;IGV_EXE;
189;0;;COMPRA LIQUIDACION JULIO 2024;1;59.4;59.4;SOL;;6011100;GV-LARCO;IGV_EXE;
190;0;;COMPRA LIQUIDACION JULIO 2024;1;29.4;29.4;SOL;;6011100;GV-LARCO;IGV_EXE;
191;0;;COMPRA LIQUIDACION JULIO 2024;1;177;177;SOL;;6011100;GV-LARCO;IGV_EXE;
192;0;;COMPRA LIQUIDACION JULIO 2024;1;47.4;47.4;SOL;;6011100;GV-LARCO;IGV_EXE;
193;0;;COMPRA LIQUIDACION JULIO 2024;1;47.4;47.4;SOL;;6011100;GV-LARCO;IGV_EXE;
194;0;;COMPRA LIQUIDACION JULIO 2024;1;35.4;35.4;SOL;;6011100;GV-LARCO;IGV_EXE;
195;0;;COMPRA LIQUIDACION JULIO 2024;1;35.4;35.4;SOL;;6011100;GV-LARCO;IGV_EXE;
196;0;;COMPRA LIQUIDACION JULIO 2024;1;46.8;46.8;SOL;;6011100;GV-LARCO;IGV_EXE;
197;0;;COMPRA LIQUIDACION JULIO 2024;1;42;42;SOL;;6011100;GV-LARCO;IGV_EXE;
198;0;;COMPRA LIQUIDACION JULIO 2024;1;11.94;11.94;SOL;;6011100;GV-LARCO;IGV_EXE;
199;0;;COMPRA LIQUIDACION JULIO 2024;1;41.4;41.4;SOL;;6011100;GV-LARCO;IGV_EXE;
200;0;;COMPRA LIQUIDACION JULIO 2024;1;715.8;715.8;SOL;;6011100;GV-LARCO;IGV_EXE;
201;0;;COMPRA LIQUIDACION JULIO 2024;1;53.4;53.4;SOL;;6011100;GV-LARCO;IGV_EXE;
202;0;;COMPRA LIQUIDACION JULIO 2024;1;921;921;SOL;;6011100;GV-LARCO;IGV_EXE;
203;0;;COMPRA LIQUIDACION JULIO 2024;1;29.4;29.4;SOL;;6011100;GV-STANI;IGV_EXE;
204;0;;COMPRA LIQUIDACION JULIO 2024;1;70.8;70.8;SOL;;6011100;GV-STANI;IGV_EXE;
205;0;;COMPRA LIQUIDACION JULIO 2024;1;123.6;123.6;SOL;;6011100;GV-STANI;IGV_EXE;
206;0;;COMPRA LIQUIDACION JULIO 2024;1;905.19;905.19;SOL;;6011100;GV-STANI;IGV_EXE;
207;0;;COMPRA LIQUIDACION JULIO 2024;1;154.53;154.53;SOL;;6011100;GV-STANI;IGV_EXE;
208;0;;COMPRA LIQUIDACION JULIO 2024;1;6.93;6.93;SOL;;6011100;GV-STANI;IGV_EXE;
209;0;;COMPRA LIQUIDACION JULIO 2024;1;387.27;387.27;SOL;;6011100;GV-STANI;IGV_EXE;
210;0;;COMPRA LIQUIDACION JULIO 2024;1;988.53;988.53;SOL;;6011100;GV-STANI;IGV_EXE;
211;0;;COMPRA LIQUIDACION JULIO 2024;1;88.2;88.2;SOL;;6011100;GV-STANI;IGV_EXE;
212;0;;COMPRA LIQUIDACION JULIO 2024;1;313.8;313.8;SOL;;6011100;GV-STANI;IGV_EXE;
213;0;;COMPRA LIQUIDACION JULIO 2024;1;579;579;SOL;;6011100;GV-STANI;IGV_EXE;
214;0;;COMPRA LIQUIDACION JULIO 2024;1;1008.6;1008.6;SOL;;6011100;GV-STANI;IGV_EXE;
215;0;;COMPRA LIQUIDACION JULIO 2024;1;974.67;974.67;SOL;;6011100;GV-STANI;IGV_EXE;
216;0;;COMPRA LIQUIDACION JULIO 2024;1;818.07;818.07;SOL;;6011100;GV-STANI;IGV_EXE;
217;0;;COMPRA LIQUIDACION JULIO 2024;1;857.73;857.73;SOL;;6011100;GV-STANI;IGV_EXE;
218;0;;COMPRA LIQUIDACION JULIO 2024;1;480.33;480.33;SOL;;6011100;GV-STANI;IGV_EXE;
219;0;;COMPRA LIQUIDACION JULIO 2024;1;47.34;47.34;SOL;;6011100;GV-STANI;IGV_EXE;
220;0;;COMPRA LIQUIDACION JULIO 2024;1;6.93;6.93;SOL;;6011100;GV-STANI;IGV_EXE;
